Année,situation,Genre,Domaine,Taux d’insertion,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire brut annuel estimé,Part des diplômés boursiers dans la discipline,Taux de chômage national
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",76.0,57.0,47.0,94.0,29569.70041714069,37.0,9.3
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,63.0,77.0,100.0,27300.0,35.0,8.5
2018,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),90.0,72.0,73.0,96.0,32400.0,29.0,7.8
2018,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),90.0,61.0,74.0,93.0,30700.0,33.0,7.8
2019,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),93.0,72.0,80.0,97.0,34600.0,29.0,7.2
2019,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),93.0,66.0,76.0,95.0,32600.0,32.0,7.2
2020,18 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),91.0,57.0,62.0,92.0,32100.0,33.0,6.9
2016,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),92.0,67.0,77.0,95.0,31200.0,30.0,8.5
2017,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),93.0,75.0,82.0,97.0,34300.0,29.0,7.8
2012,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),90.0,69.0,78.0,96.0,31600.0,32.80387685290764,10.1
2016,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),91.0,61.0,73.0,93.0,29600.0,31.0,8.5
2013,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),90.0,60.0,73.0,93.0,29600.0,28.0,9.9
2015,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),88.0,67.0,70.0,95.0,30600.0,28.0,8.6
2013,30 mois après le diplôme,femmes,"Droit, économie et gestion",91.0,52.0,77.0,96.0,29600.0,25.0,9.9
2017,18 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,70.0,75.0,98.0,33000.0,24.0,7.8
2018,18 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,69.0,77.0,98.0,33800.0,23.0,7.8
2014,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,59.0,79.0,98.0,31300.0,25.0,9.3
2018,18 mois après le diplôme,femmes,"Droit, économie et gestion",91.0,57.0,71.0,97.0,30600.0,26.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,62.0,73.0,98.0,31400.0,25.0,7.8
2019,30 mois après le diplôme,hommes,"Droit, économie et gestion",94.0,72.0,84.0,99.0,36900.0,24.0,7.2
2019,30 mois après le diplôme,femmes,"Droit, économie et gestion",95.0,63.0,80.0,98.0,32800.0,27.0,7.2
2019,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",94.0,66.0,82.0,98.0,34300.0,26.0,7.2
2014,18 mois après le diplôme,hommes,"Droit, économie et gestion",89.0,63.0,70.0,97.0,31200.0,23.0,9.3
2020,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",95.0,68.0,84.0,99.0,35900.0,24.0,6.9
2019,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",89.0,61.0,72.0,97.0,34300.0,26.0,7.2
2020,30 mois après le diplôme,femmes,"Droit, économie et gestion",95.0,64.0,83.0,98.0,34300.0,25.0,6.9
2016,18 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,68.0,74.0,98.0,32100.0,23.0,8.5
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",94.0,68.0,83.0,98.0,34300.0,26.0,7.8
2018,30 mois après le diplôme,femmes,"Droit, économie et gestion",93.0,65.0,77.0,98.0,31400.0,31.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.0,51.0,57.0,94.0,27600.0,27.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",96.0,67.0,76.0,97.0,32800.0,30.0,7.2
2019,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,60.0,63.0,96.0,32800.0,30.0,7.2
2019,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.0,67.0,66.0,97.0,34300.0,29.0,7.2
2018,30 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,75.0,77.0,97.0,34700.0,28.0,7.8
2012,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",86.0,49.0,59.0,94.0,26900.0,27.0,10.1
2015,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,59.0,76.0,97.0,31200.0,29.0,8.6
2012,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",91.0,54.0,76.0,96.0,29600.0,27.0,10.1
2012,18 mois après le diplôme,femmes,"Droit, économie et gestion",87.0,62.268107698141826,59.0,94.0,26500.0,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,68.0,77.0,97.0,32400.0,30.0,7.8
2017,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",85.0,72.0,44.0,95.0,29600.0,33.0,7.8
2013,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",84.0,61.0,57.0,92.0,28400.0,27.0,9.9
2013,30 mois après le diplôme,hommes,"Droit, économie et gestion",83.0,69.0,64.0,88.0,29600.0,31.0,9.9
2018,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",83.0,70.0,50.0,96.0,32200.0,32.0,7.8
2018,30 mois après le diplôme,femmes,"Droit, économie et gestion",85.0,73.0,60.0,94.0,32100.0,33.0,7.8
2014,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.0,65.0,55.0,93.0,30700.0,26.0,9.3
2019,18 mois après le diplôme,hommes,"Droit, économie et gestion",83.0,76.0,54.0,93.0,34300.0,30.0,7.2
2016,18 mois après le diplôme,femmes,"Droit, économie et gestion",84.0,62.0,44.0,92.0,28100.0,34.0,8.5
2016,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",84.0,65.0,48.0,93.0,29600.0,32.0,8.5
2017,30 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,77.0,56.0,98.0,34000.0,29.0,7.8
2015,18 mois après le diplôme,femmes,"Droit, économie et gestion",84.0,55.0,32.0,94.0,26900.0,33.0,8.6
2017,18 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,67.0,74.0,98.0,35100.0,29.0,7.8
2013,18 mois après le diplôme,femmes,"Droit, économie et gestion",85.0,45.0,56.0,93.0,28000.0,30.0,9.9
2018,18 mois après le diplôme,femmes,"Droit, économie et gestion",89.0,54.0,71.0,97.0,31200.0,30.0,7.8
2018,30 mois après le diplôme,femmes,"Droit, économie et gestion",93.0,56.0,80.0,97.0,33500.0,30.0,7.8
2020,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.0,55.0,70.0,97.0,35800.0,31.0,6.9
2020,30 mois après le diplôme,femmes,"Droit, économie et gestion",93.0,59.0,82.0,99.0,33800.0,32.0,6.9
2020,18 mois après le diplôme,femmes,"Droit, économie et gestion",90.0,49.0,69.0,97.0,33800.0,32.0,6.9
2012,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",89.0,55.0,77.0,97.0,31000.0,32.0,10.1
2012,30 mois après le diplôme,femmes,"Droit, économie et gestion",87.0,51.0,75.0,96.0,28600.0,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,69.0,81.0,98.0,36000.0,30.0,7.8
2017,18 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,70.0,80.0,99.0,33000.0,21.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,63.0,78.0,99.0,32100.0,21.0,7.8
2014,18 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,63.0,76.0,99.0,31500.0,20.0,9.3
2015,30 mois après le diplôme,femmes,"Droit, économie et gestion",93.0,55.0,83.0,98.0,31200.0,21.0,8.6
2013,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.0,58.0,71.0,96.0,30400.0,29.0,9.9
2014,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,58.0,71.0,96.0,31200.0,28.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,70.0,63.0,97.0,32800.0,34.0,7.2
2020,30 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,78.0,65.0,96.0,35600.0,30.0,6.9
2020,18 mois après le diplôme,femmes,"Droit, économie et gestion",91.0,56.0,48.0,93.0,34300.0,34.0,6.9
2016,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,62.0,72.0,97.0,32200.0,31.0,8.5
2013,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",87.0,52.0,69.0,96.0,28700.0,38.0,9.9
2018,30 mois après le diplôme,femmes,"Droit, économie et gestion",89.0,43.0,75.0,94.0,28100.0,31.0,7.8
2014,30 mois après le diplôme,femmes,"Droit, économie et gestion",89.0,43.0,67.0,95.0,28700.0,38.0,9.3
2014,18 mois après le diplôme,femmes,"Droit, économie et gestion",84.0,35.0,50.0,93.0,25700.0,38.0,9.3
2020,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",97.0,50.0,57.0,95.0,33900.0,29.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.0,42.0,52.0,90.0,26000.0,32.0,8.5
2016,18 mois après le diplôme,hommes,"Droit, économie et gestion",87.0,46.0,57.0,87.0,27300.0,32.0,8.5
2016,18 mois après le diplôme,femmes,"Droit, économie et gestion",89.0,39.0,49.0,92.0,25000.0,33.0,8.5
2012,18 mois après le diplôme,femmes,"Droit, économie et gestion",83.0,62.268107698141826,47.0,92.0,25000.0,32.80387685290764,10.1
2011,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",89.0,48.0,72.0,93.0,27800.0,29.0,9.7
2017,30 mois après le diplôme,femmes,"Droit, économie et gestion",87.0,56.0,77.0,99.0,29600.0,28.0,7.8
2013,30 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2017,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",89.0,62.0,44.0,93.0,27200.0,35.0,7.8
2017,18 mois après le diplôme,femmes,"Droit, économie et gestion",85.0,69.0,43.0,97.0,29569.70041714069,31.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2016,18 mois après le diplôme,femmes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2015,30 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2018,30 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2016,30 mois après le diplôme,hommes,"Droit, économie et gestion",84.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,35.0,8.5
2015,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",89.0,58.0,48.0,93.0,27000.0,29.0,8.6
2017,18 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,68.0,76.0,97.0,34300.0,28.0,7.8
2020,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,65.0,80.0,96.0,35900.0,44.0,6.9
2019,30 mois après le diplôme,hommes,"Droit, économie et gestion",89.0,61.0,74.0,97.0,33100.0,32.0,7.2
2019,18 mois après le diplôme,femmes,"Droit, économie et gestion",90.0,69.0,58.0,98.0,31100.0,40.0,7.2
2015,30 mois après le diplôme,femmes,"Droit, économie et gestion",95.0,52.0,89.0,98.0,32800.0,25.0,8.6
2012,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",87.0,54.0,79.0,96.0,31200.0,27.0,10.1
2018,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,60.0,83.0,99.0,35500.0,38.0,7.8
2015,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",94.0,59.0,89.0,99.0,35800.0,21.0,8.6
2012,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",85.0,48.0,65.0,96.0,28800.0,27.0,10.1
2012,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.0,62.268107698141826,67.0,97.0,32800.0,32.80387685290764,10.1
2013,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.0,45.0,65.0,85.0,25900.0,36.0,9.9
2013,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",82.0,43.0,55.0,81.0,25000.0,36.0,9.9
2018,18 mois après le diplôme,femmes,"Lettres, langues, arts",85.0,42.0,57.0,85.0,25700.0,43.0,7.8
2019,30 mois après le diplôme,hommes,"Lettres, langues, arts",86.0,50.0,65.0,87.0,28100.0,40.0,7.2
2019,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,49.0,66.0,88.0,27200.0,46.0,7.2
2020,18 mois après le diplôme,hommes,"Lettres, langues, arts",82.0,51.0,62.0,87.0,30000.0,41.0,6.9
2015,30 mois après le diplôme,hommes,"Lettres, langues, arts",86.0,51.0,61.0,84.0,26500.0,37.0,8.6
2015,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,43.0,61.0,84.0,25400.0,39.0,8.6
2016,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,40.0,54.0,82.0,24000.0,40.0,8.5
2017,30 mois après le diplôme,femmes,"Lettres, langues, arts",89.0,46.0,65.0,90.0,27100.0,44.0,7.8
2015,18 mois après le diplôme,femmes,"Lettres, langues, arts",82.0,33.0,50.0,81.0,23400.0,40.0,8.6
2013,18 mois après le diplôme,femmes,"Lettres, langues, arts",76.0,31.0,47.0,70.0,22600.0,32.0,9.9
2013,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",75.0,33.0,49.0,70.0,22600.0,32.0,9.9
2013,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,37.0,54.0,72.0,23600.0,32.0,9.9
2014,30 mois après le diplôme,hommes,"Lettres, langues, arts",78.0,52.0,60.0,85.0,25000.0,34.0,9.3
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",82.0,34.0,55.0,75.0,24500.0,38.0,9.3
2015,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",81.0,40.0,55.0,75.0,23400.0,35.0,8.6
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",79.0,32.0,43.0,72.0,23200.0,39.0,8.5
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",82.0,38.0,57.0,74.0,23400.0,33.0,10.1
2016,30 mois après le diplôme,femmes,"Lettres, langues, arts",81.0,39.0,57.0,77.0,25400.0,39.0,8.5
2012,18 mois après le diplôme,femmes,"Lettres, langues, arts",79.0,62.268107698141826,47.0,72.0,21800.0,32.80387685290764,10.1
2016,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",80.0,40.0,58.0,78.0,25900.0,38.0,8.5
2015,18 mois après le diplôme,hommes,"Lettres, langues, arts",78.0,49.0,52.0,75.0,22200.0,36.0,8.6
2013,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2016,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2015,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",97.0,58.0,45.0,83.0,25700.0,37.0,7.8
2013,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.0,64.0,39.0,84.0,23400.0,32.0,9.9
2013,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2013,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.0,65.0,43.0,83.0,23400.0,33.0,9.9
2017,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2017,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2016,30 mois après le diplôme,femmes,"Lettres, langues, arts",94.0,48.0,47.0,73.0,22600.0,30.0,8.5
2018,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2015,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.0,73.0,20.0,71.0,21800.0,24.0,8.6
2017,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2014,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2012,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2013,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,60.0,72.0,84.0,27600.0,38.0,9.9
2017,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",82.0,42.0,49.0,79.0,24600.0,43.0,7.8
